Textbox4,Textbox7,Fångstområde1,StationsNr1,DJUPSTRATUM,Störning1,Fiskedatum1,Ansträngning,Fångsttyp1,Artbestämning,Antal1,Vikt,Beräknad_vikt1,Antal_per_anstr1,Fisketid,Antal_Redskap,Lat_grader,Long_grader,Information
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2012-07-31,1,Provfiskad ,Mört,2,"0,221","0,205","2,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2012-07-31,1,Provfiskad ,Sik,1,"0,503","0,460","1,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2012-07-31,1,Provfiskad ,Storspigg,165,"0,500","0,505","165,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2013-08-06,1,Provfiskad ,Abborre,37,"2,727","3,050","37,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2013-08-06,1,Provfiskad ,Gärs,5,"0,075","0,088","5,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2013-08-06,1,Provfiskad ,Mört,15,"0,833","0,810","15,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2013-08-06,1,Provfiskad ,Storspigg,114,"0,409","0,395","114,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2013-08-06,1,Provfiskad ,Strömming,4,"0,101","0,092","4,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2014-08-04,1,Provfiskad ,Abborre,37,"3,775","4,048","37,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2014-08-04,1,Provfiskad ,Gärs,2,"0,016","0,017","2,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2014-08-04,1,Provfiskad ,Mört,2,"0,160","0,150","2,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2014-08-04,1,Provfiskad ,Storspigg,16,"0,055","0,059","16,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2016-08-25,1,Provfiskad ,Abborre,9,"0,988","1,015","9,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2016-08-25,1,Provfiskad ,Gärs,2,"0,045","0,048","2,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2016-08-25,1,Provfiskad ,Mört,59,"4,544","4,602","59,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2016-08-25,1,Provfiskad ,Strömming,4,"0,096","0,094","4,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2017-08-25,1,Provfiskad ,Abborre,2,"0,035","0,038","2,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2017-08-25,1,Provfiskad ,Mört,27,"2,079","2,040","27,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2017-08-25,1,Provfiskad ,Storspigg,1,"0,005","0,005","1,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2017-08-25,1,Provfiskad ,Strömming,16,"0,447","0,459","16,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2018-08-25,1,Provfiskad ,Abborre,22,"1,609","1,700","22,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2018-08-25,1,Provfiskad ,Gärs,2,"0,020","0,020","2,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2018-08-25,1,Provfiskad ,Löja,3,"0,046","0,046","3,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2018-08-25,1,Provfiskad ,Mört,35,"2,458","2,490","35,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2018-08-25,1,Provfiskad ,Sik,1,"0,055","0,052","1,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2018-08-25,1,Provfiskad ,Strömming,3,"0,119","0,120","3,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2019-08-24,1,Provfiskad ,Abborre,11,"1,177","1,123","11,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2019-08-24,1,Provfiskad ,Gärs,1,"0,020","0,018","1,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2019-08-24,1,Provfiskad ,Mört,22,"1,375","1,440","22,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2019-08-24,1,Provfiskad ,Sik,1,"0,766","0,752","1,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2019-08-24,1,Provfiskad ,Strömming,3,"0,127","0,102","3,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2020-08-27,1,Provfiskad ,Abborre,13,"1,080","1,130","13,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2020-08-27,1,Provfiskad ,Löja,5,"0,087","0,086","5,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2020-08-27,1,Provfiskad ,Mört,13,"0,853","0,864","13,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2020-08-27,1,Provfiskad ,Sik,2,"0,591","0,574","2,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2020-08-27,1,Provfiskad ,Strömming,7,"0,195","0,251","7,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2021-08-30,1,Provfiskad ,Abborre,6,"0,760","0,811","6,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2021-08-30,1,Provfiskad ,Gärs,1,"0,059","0,081","1,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2021-08-30,1,Provfiskad ,Löja,20,"0,288","0,287","20,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2021-08-30,1,Provfiskad ,Mört,48,"3,285","3,303","48,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2021-08-30,1,Provfiskad ,Nors,1,"0,015","0,015","1,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2021-08-30,1,Provfiskad ,Sik,1,"0,756","0,644","1,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2021-08-30,1,Provfiskad ,Strömming,10,"0,229","0,269","10,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2022-08-25,1,Provfiskad ,Abborre,20,"3,934","4,228","20,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2022-08-25,1,Provfiskad ,Gärs,1,"0,078","0,095","1,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2022-08-25,1,Provfiskad ,Mört,15,"1,315","1,347","15,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2022-08-25,1,Provfiskad ,Sik,3,"1,400","1,268","3,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2022-08-25,1,Provfiskad ,Strömming,6,"0,169","0,161","6,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2023-08-24,1,Provfiskad ,Abborre,21,"2,908","2,992","21,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2023-08-24,1,Provfiskad ,Gärs,5,"0,110","0,097","5,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2023-08-24,1,Provfiskad ,Löja,14,"0,204","0,212","14,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2023-08-24,1,Provfiskad ,Mört,10,"0,519","0,516","10,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2023-08-24,1,Provfiskad ,Sik,1,"0,548","0,502","1,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2023-08-24,1,Provfiskad ,Strömming,6,"0,150","0,137","6,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2024-08-29,1,Provfiskad ,Abborre,37,"6,164","6,291","37,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2024-08-29,1,Provfiskad ,Gärs,4,"0,098","0,098","4,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2024-08-29,1,Provfiskad ,Löja,1,"0,024","0,027","1,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2024-08-29,1,Provfiskad ,Mört,3,"0,151","0,144","3,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,101,"0,1-3 m",NEJ,2024-08-29,1,Provfiskad ,Sik,1,"0,190","0,185","1,00",1,1,"63,67767","20,84800",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2002-08-06,1,Provfiskad ,Abborre,24,"1,590","1,768","24,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2002-08-06,1,Provfiskad ,Gärs,4,"0,099","0,122","4,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2002-08-06,1,Provfiskad ,Mört,8,"0,450","0,439","8,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2003-08-05,1,Provfiskad ,Abborre,43,,"4,691","43,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2003-08-05,1,Provfiskad ,Gärs,1,,"0,023","1,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2003-08-05,1,Provfiskad ,Mört,1,,"0,079","1,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2004-08-04,1,Provfiskad ,Abborre,91,,"12,002","91,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2004-08-04,1,Provfiskad ,Gärs,18,,"0,597","18,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2004-08-04,1,Provfiskad ,Mört,1,,"0,030","1,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2004-08-04,1,Provfiskad ,Sik,1,,"0,052","1,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2005-08-09,1,Provfiskad ,Abborre,25,,"2,575","25,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2005-08-09,1,Provfiskad ,Gärs,3,,"0,021","3,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2005-08-09,1,Provfiskad ,Mört,6,,"0,776","6,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2005-08-09,1,Provfiskad ,Storspigg,2,,"0,007","2,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2006-08-07,1,Provfiskad ,Abborre,13,,"1,201","13,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2006-08-07,1,Provfiskad ,Gärs,7,,"0,061","7,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2006-08-07,1,Provfiskad ,Mört,8,,"0,364","8,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2006-08-07,1,Provfiskad ,Storspigg,10,,"0,023","10,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2007-08-06,1,Provfiskad ,Abborre,44,,"6,453","44,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2007-08-06,1,Provfiskad ,Gärs,11,,"0,111","11,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2007-08-06,1,Provfiskad ,Strömming,1,,"0,015","1,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2008-08-05,1,Provfiskad ,Abborre,26,,"2,550","26,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2008-08-05,1,Provfiskad ,Gärs,8,,"0,093","8,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2008-08-05,1,Provfiskad ,Mört,8,,"0,362","8,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2009-08-06,1,Provfiskad ,Abborre,17,,"2,163","17,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2009-08-06,1,Provfiskad ,Gärs,4,,"0,061","4,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2009-08-06,1,Provfiskad ,Mört,12,,"0,694","12,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2009-08-06,1,Provfiskad ,Storspigg,9,,"0,032","9,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2010-08-05,1,Provfiskad ,Abborre,30,"2,696","2,695","30,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2010-08-05,1,Provfiskad ,Mört,7,"0,449","0,425","7,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2010-08-05,1,Provfiskad ,Storspigg,4,"0,015","0,015","4,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2011-08-03,1,Provfiskad ,Abborre,65,"2,834","3,077","65,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2011-08-03,1,Provfiskad ,Gärs,6,"0,146","0,148","6,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2011-08-03,1,Provfiskad ,Löja,1,"0,007","0,004","1,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2011-08-03,1,Provfiskad ,Mört,54,"1,295","1,298","54,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2011-08-03,1,Provfiskad ,Storspigg,37,"0,140","0,132","37,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2012-08-02,1,Provfiskad ,Abborre,65,"5,003","5,421","65,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2012-08-02,1,Provfiskad ,Gärs,19,"0,359","0,378","19,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2012-08-02,1,Provfiskad ,Löja,1,"0,012","0,014","1,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2012-08-02,1,Provfiskad ,Mört,1,"0,005","0,004","1,00",1,1,"63,68067","20,87133",
Fisketid natt,Antal översiktsnät,Holmön,102,"0,1-3 m",NEJ,2012-08-02,1,Provfiskad ,Storspigg,3,"0,010","0,011","3,00",1,1,"63,68067","20,87133",
