Textbox4,Textbox7,Fångstområde1,StationsNr1,DJUPSTRATUM,Störning1,Fiskedatum1,Ansträngning,Fångsttyp1,Artbestämning,Antal1,Vikt,Beräknad_vikt1,Antal_per_anstr1,Fisketid,Antal_Redskap,Lat_grader,Long_grader,Information
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2021-08-11,1,Provfiskad ,Storspigg,5,"0,024","0,020","5,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2021-08-11,1,Provfiskad ,Strömming,80,"1,858","1,840","80,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2022-08-09,1,Provfiskad ,Abborre,10,"0,945","0,929","10,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2022-08-09,1,Provfiskad ,Gärs,1,"0,091","0,095","1,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2022-08-09,1,Provfiskad ,Id,2,"0,061","0,062","2,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2022-08-09,1,Provfiskad ,Löja,2,"0,045","0,045","2,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2022-08-09,1,Provfiskad ,Mört,31,"2,209","2,150","31,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2022-08-09,1,Provfiskad ,Nors,10,"0,124","0,124","10,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2022-08-09,1,Provfiskad ,Sik,4,"2,498","2,485","4,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2022-08-09,1,Provfiskad ,Storspigg,45,"0,223","0,182","45,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2022-08-09,1,Provfiskad ,Strömming,79,"2,179","2,068","79,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2022-08-09,1,Provfiskad ,Stäm,2,"0,054","0,068","2,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2023-08-04,1,Provfiskad ,Abborre,85,"4,627","4,693","85,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2023-08-04,1,Provfiskad ,Id,1,"0,614","0,563","1,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2023-08-04,1,Provfiskad ,Löja,7,"0,150","0,156","7,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2023-08-04,1,Provfiskad ,Mört,14,"0,511","0,494","14,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2023-08-04,1,Provfiskad ,Sik,1,"0,845","0,811","1,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2023-08-04,1,Provfiskad ,Storspigg,71,"0,320","0,269","71,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2023-08-04,1,Provfiskad ,Strömming,23,"0,591","0,573","23,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2024-08-06,1,Provfiskad ,Abborre,139,"10,714","11,065","139,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2024-08-06,1,Provfiskad ,Gärs,2,"0,058","0,060","2,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2024-08-06,1,Provfiskad ,Mört,14,"1,285","1,204","14,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2024-08-06,1,Provfiskad ,Storspigg,32,"0,152","0,119","32,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2024-08-06,1,Provfiskad ,Strömming,2,"0,042","0,038","2,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,101,"0,1-3 m",NEJ,2024-08-06,1,Provfiskad ,Stäm,1,"0,011","0,012","1,00",1,1,"63,54083","19,85867",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",JA,2002-08-20,1,Provfiskad ,Abborre,24,"0,664","0,659","24,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",JA,2002-08-20,1,Provfiskad ,Mört,1,"0,009","0,008","1,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",JA,2002-08-20,1,Provfiskad ,Strömming,4,"0,125","0,094","4,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",NEJ,2003-08-11,1,Provfiskad ,Abborre,11,,"0,920","11,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",NEJ,2003-08-11,1,Provfiskad ,Gärs,1,,"0,095","1,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",NEJ,2003-08-11,1,Provfiskad ,Id,1,,"0,081","1,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",NEJ,2004-08-12,1,Provfiskad ,Abborre,30,,"2,193","30,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",NEJ,2004-08-12,1,Provfiskad ,Mört,1,,"0,019","1,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",NEJ,2004-08-12,1,Provfiskad ,Storspigg,5,,"0,017","5,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",NEJ,2004-08-12,1,Provfiskad ,Strömming,2,,"0,051","2,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",NEJ,2005-08-10,1,Provfiskad ,Abborre,32,,"2,637","32,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",NEJ,2005-08-10,1,Provfiskad ,Gärs,1,,"0,068","1,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",NEJ,2005-08-10,1,Provfiskad ,Id,3,,"0,773","3,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",NEJ,2005-08-10,1,Provfiskad ,Storspigg,4,,"0,013","4,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",JA,2006-08-16,1,Provfiskad ,Abborre,15,,"2,153","15,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",JA,2006-08-16,1,Provfiskad ,Id,1,,"0,218","1,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",JA,2006-08-16,1,Provfiskad ,Mört,5,,"0,370","5,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",JA,2006-08-16,1,Provfiskad ,Strömming,4,,"0,094","4,00",1,1,"63,54300","19,85600",
Fisketid natt,Antal översiktsnät,Norrbyn,102,"0,1-3 m",NEJ,2007-08-14,1,Provfiskad ,Abborre,26,,"3,173","26,00",1,1,"63,54300","19,85600",
