"Textbox4","Textbox7","Fångstområde1","StationsNr1","DJUPSTRATUM","Störning1","Date","Ansträngning","Fångsttyp1","Artbestämning","Antal1","Vikt","Beräknad_vikt1","Antal_per_anstr1","Fisketid","Antal_Redskap","Lat","Long","Information","Year","Station","Env_Station","Date_env","Mean_chla","Depth","Date_Diff"
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2010-07-29,1,"Provfiskad ","Strömming",4,0.118,0.118,4,1,1,62.841,18.2065,NA,2010,"5","GA1",2010-08-02,2.65,10,-4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2011-08-04,1,"Provfiskad ","Abborre",8,0.215,0.195,8,1,1,62.841,18.2065,NA,2011,"5","GA1",2011-08-02,2.01,10,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2011-08-04,1,"Provfiskad ","Löja",1,0.033,0.033,1,1,1,62.841,18.2065,NA,2011,"5","GA1",2011-08-02,2.01,10,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2011-08-04,1,"Provfiskad ","Mört",73,1.273,1.155,73,1,1,62.841,18.2065,NA,2011,"5","GA1",2011-08-02,2.01,10,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2011-08-04,1,"Provfiskad ","Storspigg",174,0.7,0.641,174,1,1,62.841,18.2065,NA,2011,"5","GA1",2011-08-02,2.01,10,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2011-08-04,1,"Provfiskad ","Strömming",11,0.32,0.306,11,1,1,62.841,18.2065,NA,2011,"5","GA1",2011-08-02,2.01,10,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2012-08-09,1,"Provfiskad ","Abborre",4,0.041,0.033,4,1,1,62.841,18.2065,NA,2012,"5","GA1",2012-07-30,2.625,10,10
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2012-08-09,1,"Provfiskad ","Mört",15,0.28,0.241,15,1,1,62.841,18.2065,NA,2012,"5","GA1",2012-07-30,2.625,10,10
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2012-08-09,1,"Provfiskad ","Storspigg",131,0.521,0.49,131,1,1,62.841,18.2065,NA,2012,"5","GA1",2012-07-30,2.625,10,10
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2013-08-08,1,"Provfiskad ","Abborre",17,0.408,0.412,17,1,1,62.841,18.2065,NA,2013,"5","GA1",2013-08-12,4.745,10,-4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2013-08-08,1,"Provfiskad ","Mört",47,0.528,0.523,47,1,1,62.841,18.2065,NA,2013,"5","GA1",2013-08-12,4.745,10,-4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2013-08-08,1,"Provfiskad ","Storspigg",73,0.316,0.274,73,1,1,62.841,18.2065,NA,2013,"5","GA1",2013-08-12,4.745,10,-4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2013-08-08,1,"Provfiskad ","Strömming",44,0.945,1.272,44,1,1,62.841,18.2065,NA,2013,"5","GA1",2013-08-12,4.745,10,-4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2014-08-07,1,"Provfiskad ","Abborre",3,0.114,0.107,3,1,1,62.841,18.2065,NA,2014,"5","GA1",2014-07-29,2.985,10,9
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2014-08-07,1,"Provfiskad ","Mört",9,0.159,0.147,9,1,1,62.841,18.2065,NA,2014,"5","GA1",2014-07-29,2.985,10,9
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2014-08-07,1,"Provfiskad ","Storspigg",119,0.474,0.421,119,1,1,62.841,18.2065,NA,2014,"5","GA1",2014-07-29,2.985,10,9
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2014-08-07,1,"Provfiskad ","Strömming",3,0.115,0.109,3,1,1,62.841,18.2065,NA,2014,"5","GA1",2014-07-29,2.985,10,9
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2015-08-06,1,"Provfiskad ","Abborre",2,0.315,0.316,2,1,1,62.841,18.2065,NA,2015,"5","GA1",2015-08-03,2.455,10,3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2015-08-06,1,"Provfiskad ","Lake",1,0.64,0.612,1,1,1,62.841,18.2065,NA,2015,"5","GA1",2015-08-03,2.455,10,3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2015-08-06,1,"Provfiskad ","Mört",35,0.864,0.82,35,1,1,62.841,18.2065,NA,2015,"5","GA1",2015-08-03,2.455,10,3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2015-08-06,1,"Provfiskad ","Storspigg",19,0.096,0.079,19,1,1,62.841,18.2065,NA,2015,"5","GA1",2015-08-03,2.455,10,3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2015-08-06,1,"Provfiskad ","Strömming",3,0.038,0.036,3,1,1,62.841,18.2065,NA,2015,"5","GA1",2015-08-03,2.455,10,3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2016-08-04,1,"Provfiskad ","Abborre",5,0.664,0.69,5,1,1,62.841,18.2065,"Temperaturen osäker eller fel pga dåligt batteri. ",2016,"5","GA1",2016-08-16,3.865,10,-12
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2016-08-04,1,"Provfiskad ","Mört",46,1.17,1.047,46,1,1,62.841,18.2065,"Temperaturen osäker eller fel pga dåligt batteri. ",2016,"5","GA1",2016-08-16,3.865,10,-12
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2016-08-04,1,"Provfiskad ","Storspigg",21,0.104,0.081,21,1,1,62.841,18.2065,"Temperaturen osäker eller fel pga dåligt batteri. ",2016,"5","GA1",2016-08-16,3.865,10,-12
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2016-08-04,1,"Provfiskad ","Strömming",4,0.118,0.109,4,1,1,62.841,18.2065,"Temperaturen osäker eller fel pga dåligt batteri. ",2016,"5","GA1",2016-08-16,3.865,10,-12
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2017-08-03,1,"Provfiskad ","Abborre",1,0.047,0.044,1,1,1,62.841,18.2065,NA,2017,"5","GA1",2017-07-31,3.19,10,3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2017-08-03,1,"Provfiskad ","Mört",37,1.931,1.7,37,1,1,62.841,18.2065,NA,2017,"5","GA1",2017-07-31,3.19,10,3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2017-08-03,1,"Provfiskad ","Storspigg",2,0.008,0.007,2,1,1,62.841,18.2065,NA,2017,"5","GA1",2017-07-31,3.19,10,3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2018-08-02,1,"Provfiskad ","Abborre",3,0.268,0.244,3,1,1,62.841,18.2065,NA,2018,"5","GA1",2018-08-13,1.44,10,-11
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2018-08-02,1,"Provfiskad ","Mört",35,1.77,1.532,35,1,1,62.841,18.2065,NA,2018,"5","GA1",2018-08-13,1.44,10,-11
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2018-08-02,1,"Provfiskad ","Storspigg",64,0.286,0.22,64,1,1,62.841,18.2065,NA,2018,"5","GA1",2018-08-13,1.44,10,-11
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2018-08-02,1,"Provfiskad ","Strömming",1,0.032,0.034,1,1,1,62.841,18.2065,NA,2018,"5","GA1",2018-08-13,1.44,10,-11
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2019-08-01,1,"Provfiskad ","Mört",5,0.317,0.305,5,1,1,62.841,18.2065,NA,2019,"5","GA1",2019-08-06,2.575,5.5,-5
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2019-08-01,1,"Provfiskad ","Storspigg",68,0.276,0.249,68,1,1,62.841,18.2065,NA,2019,"5","GA1",2019-08-06,2.575,5.5,-5
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2019-08-01,1,"Provfiskad ","Strömming",7,0.235,0.244,7,1,1,62.841,18.2065,NA,2019,"5","GA1",2019-08-06,2.575,5.5,-5
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2020-07-30,1,"Provfiskad ","Mört",1,0.005,0.005,1,1,1,62.841,18.2065,"djup 2,0m",2020,"5","GA1",2020-08-05,4.9775,5.25,-6
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2020-07-30,1,"Provfiskad ","Storspigg",7,0.03,0.026,7,1,1,62.841,18.2065,"djup 2,0m",2020,"5","GA1",2020-08-05,4.9775,5.25,-6
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2020-07-30,1,"Provfiskad ","Strömming",37,0.944,0.938,37,1,1,62.841,18.2065,"djup 2,0m",2020,"5","GA1",2020-08-05,4.9775,5.25,-6
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2021-08-06,1,"Provfiskad ","Mört",3,0.214,0.173,3,1,1,62.841,18.2065,NA,2021,"5","GA1",2021-08-04,1.74,5.25,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2021-08-06,1,"Provfiskad ","Siklöja",1,0.034,0.036,1,1,1,62.841,18.2065,NA,2021,"5","GA1",2021-08-04,1.74,5.25,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2021-08-06,1,"Provfiskad ","Storspigg",2,0.006,0.007,2,1,1,62.841,18.2065,NA,2021,"5","GA1",2021-08-04,1.74,5.25,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2021-08-06,1,"Provfiskad ","Strömming",31,0.698,0.758,31,1,1,62.841,18.2065,NA,2021,"5","GA1",2021-08-04,1.74,5.25,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2022-08-05,1,"Provfiskad ","Abborre",5,0.264,0.257,5,1,1,62.841,18.2065,NA,2022,"5","GA1",2022-08-03,1.6875,5.25,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2022-08-05,1,"Provfiskad ","Mört",3,0.088,0.062,3,1,1,62.841,18.2065,NA,2022,"5","GA1",2022-08-03,1.6875,5.25,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2022-08-05,1,"Provfiskad ","Storspigg",16,0.066,0.062,16,1,1,62.841,18.2065,NA,2022,"5","GA1",2022-08-03,1.6875,5.25,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2022-08-05,1,"Provfiskad ","Strömming",35,0.92,1.008,35,1,1,62.841,18.2065,NA,2022,"5","GA1",2022-08-03,1.6875,5.25,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2023-08-03,1,"Provfiskad ","Löja",1,0.018,0.018,1,1,1,62.841,18.2065,NA,2023,"5","GA1",2023-08-15,2.7175,5.25,-12
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2023-08-03,1,"Provfiskad ","Mört",6,0.104,0.09,6,1,1,62.841,18.2065,NA,2023,"5","GA1",2023-08-15,2.7175,5.25,-12
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2023-08-03,1,"Provfiskad ","Storspigg",2,0.008,0.009,2,1,1,62.841,18.2065,NA,2023,"5","GA1",2023-08-15,2.7175,5.25,-12
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2023-08-03,1,"Provfiskad ","Strömming",21,0.53,0.528,21,1,1,62.841,18.2065,NA,2023,"5","GA1",2023-08-15,2.7175,5.25,-12
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2024-08-01,1,"Provfiskad ","Abborre",4,0.154,0.149,4,1,1,62.841,18.2065,NA,2024,"5","GA1",2024-08-13,2.1725,5.25,-12
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2024-08-01,1,"Provfiskad ","Mört",12,0.456,0.424,12,1,1,62.841,18.2065,NA,2024,"5","GA1",2024-08-13,2.1725,5.25,-12
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2024-08-01,1,"Provfiskad ","Sik",2,0.442,0.421,2,1,1,62.841,18.2065,NA,2024,"5","GA1",2024-08-13,2.1725,5.25,-12
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2024-08-01,1,"Provfiskad ","Storspigg",195,0.818,0.727,195,1,1,62.841,18.2065,NA,2024,"5","GA1",2024-08-13,2.1725,5.25,-12
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",107,"0,1-3 m","NEJ",2024-08-01,1,"Provfiskad ","Strömming",67,1.8,1.725,67,1,1,62.841,18.2065,NA,2024,"5","GA1",2024-08-13,2.1725,5.25,-12
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2006-08-03,1,"Provfiskad ","Mört",1,NA,0.056,1,1,1,62.8545,18.2315,NA,2006,"5","GA1",2006-07-31,2.005,10,3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2006-08-03,1,"Provfiskad ","Storspigg",77,NA,0.275,77,1,1,62.8545,18.2315,NA,2006,"5","GA1",2006-07-31,2.005,10,3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2006-08-03,1,"Provfiskad ","Strömming",1,NA,0.152,1,1,1,62.8545,18.2315,NA,2006,"5","GA1",2006-07-31,2.005,10,3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2007-08-02,1,"Provfiskad ","Storspigg",39,NA,0.141,39,1,1,62.8545,18.2315,NA,2007,"5","GA1",2007-07-31,1.535,10,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2007-08-02,1,"Provfiskad ","Strömming",5,NA,0.137,5,1,1,62.8545,18.2315,NA,2007,"5","GA1",2007-07-31,1.535,10,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2008-07-31,1,"Provfiskad ","Sik",1,NA,0.42,1,1,1,62.8545,18.2315,NA,2008,"5","GA1",2008-07-29,3.015,10,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2008-07-31,1,"Provfiskad ","Storspigg",52,NA,0.189,52,1,1,62.8545,18.2315,NA,2008,"5","GA1",2008-07-29,3.015,10,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2008-07-31,1,"Provfiskad ","Strömming",4,NA,0.108,4,1,1,62.8545,18.2315,NA,2008,"5","GA1",2008-07-29,3.015,10,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2009-08-06,1,"Provfiskad ","Storspigg",64,0.026,0.237,64,1,1,62.8545,18.2315,NA,2009,"5","GA1",2009-07-28,5.57,10,9
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2009-08-06,1,"Provfiskad ","Strömming",12,0.316,0.346,12,1,1,62.8545,18.2315,NA,2009,"5","GA1",2009-07-28,5.57,10,9
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2010-07-30,1,"Provfiskad ","Abborre",1,0.058,0.054,1,1,1,62.8545,18.2315,NA,2010,"5","GA1",2010-08-02,2.65,10,-3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2010-07-30,1,"Provfiskad ","Mört",24,0.415,0.388,24,1,1,62.8545,18.2315,NA,2010,"5","GA1",2010-08-02,2.65,10,-3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2010-07-30,1,"Provfiskad ","Sik",1,0.1,0.112,1,1,1,62.8545,18.2315,NA,2010,"5","GA1",2010-08-02,2.65,10,-3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2010-07-30,1,"Provfiskad ","Storspigg",306,1.153,1.102,306,1,1,62.8545,18.2315,NA,2010,"5","GA1",2010-08-02,2.65,10,-3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2010-07-30,1,"Provfiskad ","Strömming",4,0.14,0.14,4,1,1,62.8545,18.2315,NA,2010,"5","GA1",2010-08-02,2.65,10,-3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2011-08-04,1,"Provfiskad ","Mört",1,0.016,0.019,1,1,1,62.8545,18.2315,NA,2011,"5","GA1",2011-08-02,2.01,10,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2011-08-04,1,"Provfiskad ","Sik",4,0.798,0.803,4,1,1,62.8545,18.2315,NA,2011,"5","GA1",2011-08-02,2.01,10,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2011-08-04,1,"Provfiskad ","Stensimpa",1,0.006,0.008,1,1,1,62.8545,18.2315,NA,2011,"5","GA1",2011-08-02,2.01,10,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2011-08-04,1,"Provfiskad ","Storspigg",140,0.603,0.517,140,1,1,62.8545,18.2315,NA,2011,"5","GA1",2011-08-02,2.01,10,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2011-08-04,1,"Provfiskad ","Strömming",1,0.011,0.012,1,1,1,62.8545,18.2315,NA,2011,"5","GA1",2011-08-02,2.01,10,2
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2012-08-10,1,"Provfiskad ","Abborre",3,0.113,0.107,3,1,1,62.8545,18.2315,NA,2012,"5","GA1",2012-07-30,2.625,10,11
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2012-08-10,1,"Provfiskad ","Mört",2,0.109,0.097,2,1,1,62.8545,18.2315,NA,2012,"5","GA1",2012-07-30,2.625,10,11
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2012-08-10,1,"Provfiskad ","Sik",1,0.059,0.073,1,1,1,62.8545,18.2315,NA,2012,"5","GA1",2012-07-30,2.625,10,11
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2012-08-10,1,"Provfiskad ","Storspigg",23,0.102,0.086,23,1,1,62.8545,18.2315,NA,2012,"5","GA1",2012-07-30,2.625,10,11
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2013-08-09,1,"Provfiskad ","Abborre",3,0.199,0.22,3,1,1,62.8545,18.2315,NA,2013,"5","GA1",2013-08-12,4.745,10,-3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2013-08-09,1,"Provfiskad ","Sik",4,0.893,0.95,4,1,1,62.8545,18.2315,NA,2013,"5","GA1",2013-08-12,4.745,10,-3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2013-08-09,1,"Provfiskad ","Storspigg",140,0.494,0.519,140,1,1,62.8545,18.2315,NA,2013,"5","GA1",2013-08-12,4.745,10,-3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2013-08-09,1,"Provfiskad ","Strömming",4,0.172,0.163,4,1,1,62.8545,18.2315,NA,2013,"5","GA1",2013-08-12,4.745,10,-3
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2014-08-08,1,"Provfiskad ","Mört",4,0.086,0.079,4,1,1,62.8545,18.2315,NA,2014,"5","GA1",2014-07-29,2.985,10,10
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2014-08-08,1,"Provfiskad ","Sik",3,0.453,0.472,3,1,1,62.8545,18.2315,NA,2014,"5","GA1",2014-07-29,2.985,10,10
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2014-08-08,1,"Provfiskad ","Storspigg",28,0.12,0.103,28,1,1,62.8545,18.2315,NA,2014,"5","GA1",2014-07-29,2.985,10,10
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2014-08-08,1,"Provfiskad ","Strömming",1,0.089,0.073,1,1,1,62.8545,18.2315,NA,2014,"5","GA1",2014-07-29,2.985,10,10
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2015-08-07,1,"Provfiskad ","Mört",10,0.267,0.279,10,1,1,62.8545,18.2315,NA,2015,"5","GA1",2015-08-03,2.455,10,4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2015-08-07,1,"Provfiskad ","Sik",1,0.031,0.03,1,1,1,62.8545,18.2315,NA,2015,"5","GA1",2015-08-03,2.455,10,4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2015-08-07,1,"Provfiskad ","Storspigg",12,0.052,0.05,12,1,1,62.8545,18.2315,NA,2015,"5","GA1",2015-08-03,2.455,10,4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2015-08-07,1,"Provfiskad ","Strömming",2,0.034,0.037,2,1,1,62.8545,18.2315,NA,2015,"5","GA1",2015-08-03,2.455,10,4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2016-08-05,1,"Provfiskad ","Abborre",2,0.02,0.018,2,1,1,62.8545,18.2315,"Läggningstemperatur samt salthalt saknas pga dåligt batteri. ",2016,"5","GA1",2016-08-16,3.865,10,-11
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2016-08-05,1,"Provfiskad ","Storspigg",155,0.616,0.574,155,1,1,62.8545,18.2315,"Läggningstemperatur samt salthalt saknas pga dåligt batteri. ",2016,"5","GA1",2016-08-16,3.865,10,-11
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2016-08-05,1,"Provfiskad ","Strömming",6,0.128,0.112,6,1,1,62.8545,18.2315,"Läggningstemperatur samt salthalt saknas pga dåligt batteri. ",2016,"5","GA1",2016-08-16,3.865,10,-11
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2017-08-04,1,"Provfiskad ","Mört",2,0.235,0.2,2,1,1,62.8545,18.2315,NA,2017,"5","GA1",2017-07-31,3.19,10,4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2017-08-04,1,"Provfiskad ","Storspigg",10,0.04,0.039,10,1,1,62.8545,18.2315,NA,2017,"5","GA1",2017-07-31,3.19,10,4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2017-08-04,1,"Provfiskad ","Strömming",4,0.098,0.091,4,1,1,62.8545,18.2315,NA,2017,"5","GA1",2017-07-31,3.19,10,4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2018-08-03,1,"Provfiskad ","Mört",7,0.586,0.528,7,1,1,62.8545,18.2315,NA,2018,"5","GA1",2018-08-13,1.44,10,-10
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2018-08-03,1,"Provfiskad ","Storspigg",5,0.024,0.02,5,1,1,62.8545,18.2315,NA,2018,"5","GA1",2018-08-13,1.44,10,-10
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2018-08-03,1,"Provfiskad ","Öring",1,0.142,0.121,1,1,1,62.8545,18.2315,NA,2018,"5","GA1",2018-08-13,1.44,10,-10
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2019-08-02,1,"Provfiskad ","Abborre",1,0.024,0.028,1,1,1,62.8545,18.2315,NA,2019,"5","GA1",2019-08-06,2.575,5.5,-4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2019-08-02,1,"Provfiskad ","Nors",2,0.027,0.027,2,1,1,62.8545,18.2315,NA,2019,"5","GA1",2019-08-06,2.575,5.5,-4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2019-08-02,1,"Provfiskad ","Sik",3,0.733,0.842,3,1,1,62.8545,18.2315,NA,2019,"5","GA1",2019-08-06,2.575,5.5,-4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2019-08-02,1,"Provfiskad ","Storspigg",7,0.034,0.029,7,1,1,62.8545,18.2315,NA,2019,"5","GA1",2019-08-06,2.575,5.5,-4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2019-08-02,1,"Provfiskad ","Strömming",26,0.998,0.955,26,1,1,62.8545,18.2315,NA,2019,"5","GA1",2019-08-06,2.575,5.5,-4
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2020-07-31,1,"Provfiskad ","Sik",2,1.294,1.117,2,1,1,62.8545,18.2315,"djup 2,0m",2020,"5","GA1",2020-08-05,4.9775,5.25,-5
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2020-07-31,1,"Provfiskad ","Storspigg",2,0.008,0.007,2,1,1,62.8545,18.2315,"djup 2,0m",2020,"5","GA1",2020-08-05,4.9775,5.25,-5
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2020-07-31,1,"Provfiskad ","Strömming",48,0.877,0.904,48,1,1,62.8545,18.2315,"djup 2,0m",2020,"5","GA1",2020-08-05,4.9775,5.25,-5
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2020-07-31,1,"Provfiskad ","Tångsnälla",1,0.001,0.001,1,1,1,62.8545,18.2315,"djup 2,0m",2020,"5","GA1",2020-08-05,4.9775,5.25,-5
"Fisketid natt","Antal översiktsnät","Gaviksfjärden",108,"0,1-3 m","NEJ",2021-08-07,1,"Provfiskad ","Abborre",1,0.226,0.221,1,1,1,62.8545,18.2315,NA,2021,"5","GA1",2021-08-04,1.74,5.25,3
